# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep  8 14:21:51 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Smmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
21,1019.01,1019,341420329,341420329.01,1,,08h00m35.52s,120.1479940,,,-54d52m42.79s,-54.8785520,,,-11.7320000,0.047,0.047,0,1,2.5860000,0.061,0.061,0,1,2458494.4361400,0.000250,0.000250,0,1,5.2341600,0.0000600,0.0000600,0,1,3.5440000,0.1420000,0.1420000,0,1,22240.0000000,3.3435400,3.3435400,0,1,23.8497000,0.7991530,0.7991530,0,1,1150.5400000,,,,,1622.0000000,,,,,10.6348000,0.006,0.006,0,1,399.5440000,4.1635000,4.1635000,0,1,7645.0000000,134.4000000,134.4000000,0,1,4.3000000,0.0800000,0.0800000,0,1,1.5600000,0.0500000,0.0500000,0,1,2019-04-01 16:51:56,2020-05-20 16:00:02
22,102.01,102,149603524,149603524.01,1,KP,05h48m33.56s,87.1398210,,,-63d59m17.98s,-63.9883290,,,-15.6410000,0.037,0.037,0,1,26.0460000,0.037,0.037,0,1,2458326.0786130,0.000099,0.000099,0,1,4.4119430,0.0000050,0.0000050,0,1,3.7764250,0.0085330,0.0085330,0,1,13979.9257810,30.5806670,30.5806670,0,1,15.3972430,0.0323790,0.0323790,0,1,586.1300050,,,,,1370.0000000,,,,,9.7109000,0.006,0.006,0,1,175.6310000,0.5880000,0.5880000,0,1,6280.0000000,,,0,1,4.3209200,,,0,1,1.2800000,,,0,1,2018-09-05 18:34:18,2019-12-17 10:00:02
23,1020.01,1020,140706664,140706664.01,1,FP,08h33m31.67s,128.3819760,,,-43d49m42.32s,-43.8284210,,,-5.8140000,0.051,0.051,0,1,4.3280000,0.047,0.047,0,1,2458521.2911380,0.002410,0.002410,0,1,3.2889200,0.0006600,0.0006600,0,1,3.7930000,0.2020000,0.2020000,0,1,10518.9003910,530.6079710,530.6079710,0,1,,,,0,1,29832.5996090,,,,,3661.0000000,,,,,10.7173000,0.013,0.013,0,1,906.8270000,23.8635000,23.8635000,0,1,8734.2001950,283.6000060,283.6000060,0,1,4.1000000,1.4500000,1.4500000,0,1,,,,0,1,2019-04-01 16:52:03,2020-03-04 12:58:47
24,1021.01,1021,143994283,143994283.01,1,FP,07h57m12.18s,119.3007500,,,-42d59m56.94s,-42.9991490,,,-3.2110000,0.046,0.046,0,1,-15.0820000,0.051,0.051,0,1,2458492.9042970,0.004260,0.004260,0,1,1.9087900,0.0003500,0.0003500,0,1,1.9090000,0.2310000,0.2310000,0,1,618.4819950,1.4377400,1.4377400,0,1,3.3468800,0.2177490,0.2177490,0,1,985.8070070,,,,,1561.0000000,,,,,10.5551000,0.006,0.006,0,1,235.9740000,1.5790000,1.5790000,0,1,6022.6000980,133.5000000,133.5000000,0,1,4.5200000,0.3900000,0.3900000,0,1,1.2200000,0.0500000,0.0500000,0,1,2019-04-01 16:51:58,2020-03-04 12:58:47
25,1022.01,1022,47384844,47384844.01,1,,10h51m51.58s,162.9649100,,,-05d47m19.35s,-5.7887080,,,-15.7870000,0.090,0.090,0,1,-11.8490000,0.077,0.077,0,1,2458547.4479980,0.008340,0.008340,0,1,3.0957400,0.0067700,0.0067700,0,1,4.4750000,1.1960000,1.1960000,0,1,380.0000000,,,0,1,3.4262000,0.7787130,0.7787130,0,1,18087.9003910,,,,,3230.0000000,,,,,8.7292400,0.007,0.007,0,1,120.6660000,1.0680000,1.0680000,0,1,6084.0000000,111.0000000,111.0000000,0,1,4.1300000,0.3000000,0.3000000,0,1,1.4100000,0.0500000,0.0500000,0,1,2019-06-04 14:32:44,2019-12-19 12:00:22
26,1023.01,1023,238374636,238374636.01,1,FP,08h03m21.05s,120.8376880,,,-51d20m44.25s,-51.3456260,,,-23.3660000,0.042,0.042,0,1,22.6520000,0.040,0.040,0,1,2458493.2054440,0.000610,0.000610,0,1,1.3238000,0.0000200,0.0000200,0,1,3.1620000,0.0240000,0.0240000,0,1,3450.0000000,221.1880040,221.1880040,0,1,20.8516010,3.8131700,3.8131700,0,1,13560.5000000,,,,,3006.0000000,,,,,9.6970000,0.006,0.006,0,1,316.3980000,2.2470000,2.2470000,0,1,5050.7998050,86.8000030,86.8000030,0,1,3.5600000,0.4000000,0.4000000,0,1,3.3700000,0.1100000,0.1100000,0,1,2019-06-11 14:45:02,2020-03-04 12:58:47
27,1024.01,1024,141482386,141482386.01,1,,05h47m16.97s,86.8207140,,,-72d25m21.4s,-72.4226110,,,1.1280000,0.044,0.044,0,1,11.5630000,0.047,0.047,0,1,2458339.7227600,0.005920,0.005920,0,1,18.0163300,0.0005400,0.0005400,0,1,2.4790000,0.4230000,0.4230000,0,1,610.0000000,1.6470700,1.6470700,0,1,21.4334000,,,0,1,8.4065100,,,,,474.0000000,,,,,10.0814000,0.006,0.006,0,1,692.2660000,12.1130000,12.1130000,0,1,4709.0000000,122.0000000,122.0000000,0,1,,,,0,1,7.6100000,,,0,1,2019-06-11 14:45:00,2020-05-20 16:00:02
28,1025.01,1025,297967252,297967252.01,1,,09h30m05.08s,142.5211590,,,-51d31m01.61s,-51.5171140,,,-19.1530000,0.168,0.168,0,1,11.0460000,0.178,0.178,0,1,2458545.1472800,0.001220,0.001220,0,1,9.6833700,0.0009300,0.0009300,0,1,2.3530000,0.0840000,0.0840000,0,1,3950.0000000,519.2900000,519.2900000,0,1,,,,0,1,921.2260000,,,,,1534.0000000,,,,,5.5324000,0.006,0.006,0,1,129.8380000,1.7130000,1.7130000,0,1,8598.7000000,1245.7000000,1245.7000000,0,1,,,,0,1,,,,0,1,2019-06-11 14:44:59,2020-05-20 16:00:02
29,1026.01,1026,388624270,388624270.01,1,,08h21m44.31s,125.4346340,,,-51d45m33.99s,-51.7594420,,,47.2280000,0.047,0.047,0,1,-6.3250000,0.039,0.039,0,1,2458528.4176600,0.001430,0.001430,0,1,,,,0,1,7.8410000,0.3880000,0.3880000,0,1,8060.0000000,62.5090000,62.5090000,0,1,9.3414400,0.8697780,0.8697780,0,1,,,,,,,,,,,9.9138000,0.006,0.006,0,1,105.6770000,0.2575000,0.2575000,0,1,5690.0000000,129.0000000,129.0000000,0,1,4.5800000,0.0800000,0.0800000,0,1,0.8500000,0.0400000,0.0400000,0,1,2019-06-11 14:45:00,2020-05-20 16:00:02
30,1027.01,1027,20318757,20318757.01,1,,11h08m31.99s,167.1332750,,,-29d39m11.29s,-29.6531350,,,-87.5540000,0.073,0.073,0,1,12.9920000,0.057,0.057,0,1,2458547.1635700,0.003240,0.003240,0,1,3.2862700,0.0008400,0.0008400,0,1,1.8150000,0.4610000,0.4610000,0,1,1480.0000000,5.9874600,5.9874600,0,1,3.0152500,0.3258800,0.3258800,0,1,207.4020000,,,,,1057.0000000,,,,,10.2103000,0.006,0.006,0,1,56.3449000,0.1324500,0.1324500,0,1,4272.0000000,122.7000000,122.7000000,0,1,4.6000000,0.1100000,0.1100000,0,1,0.6800000,0.0600000,0.0600000,0,1,2019-06-11 14:45:01,2020-05-20 16:00:02
31,1028.01,1028,447283466,447283466.01,1,FP,10h28m23.6s,157.0983370,,,-51d42m19.47s,-51.7054090,,,30.6500000,0.054,0.054,0,1,-33.9060000,0.056,0.056,0,1,2458544.4806600,0.004120,0.004120,0,1,1.0160600,0.0003400,0.0003400,0,1,2.8430000,0.2780000,0.2780000,0,1,240.0000000,0.3757090,0.3757090,0,1,1.2070400,0.0989900,0.0989900,0,1,2784.0400000,,,,,2023.0000000,,,,,7.9059000,0.006,0.006,0,1,23.7748000,0.0202500,0.0202500,0,1,4634.0000000,120.9000000,120.9000000,0,1,4.6400000,0.0900000,0.0900000,0,1,0.6800000,0.0500000,0.0500000,0,1,2019-06-11 14:45:03,2020-05-20 16:00:02
32,1029.01,1029,374908020,374908020.01,1,FP,05h54m57.38s,88.7390900,,,-65d57m31.82s,-65.9588390,,,,,,,,,,,,,2458365.8931880,0.000960,0.000960,0,1,36.2221410,0.0004600,0.0004600,0,1,5.1070000,0.1880000,0.1880000,0,1,7170.0000000,228.1730040,228.1730040,0,1,,,,0,1,,,,,,,,,,,6.8410000,0.000,0.000,0,1,,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-06-11 14:45:03,2020-03-04 12:58:47
33,103.01,103,336732616,336732616.01,1,KP,20h49m49.8s,312.4574880,,,-24d25m43.3s,-24.4286940,,,10.4260000,0.070,0.070,0,1,15.6200000,0.051,0.051,0,1,2458327.2525630,0.000586,0.000586,0,1,3.5478540,0.0001490,0.0001490,0,1,3.4943330,0.0492050,0.0492050,0,1,10424.3720700,123.3593140,123.3593140,0,1,14.5818410,0.1964350,0.1964350,0,1,1212.0043950,,,,,1504.8590090,,,,,11.5232000,0.008,0.008,0,1,411.2110000,7.7520000,7.7520000,0,1,6351.0000000,,,0,1,4.2289600,,,0,1,1.4000000,,,0,1,2018-09-05 18:34:18,2019-12-17 10:00:02
34,1030.01,1030,464296022,464296022.01,1,FP,10h23m19.55s,155.8314780,,,-57d35m24.89s,-57.5902480,,,-26.1840000,2.184,2.184,0,1,22.4890000,1.073,1.073,0,1,2458551.3275150,0.001320,0.001320,0,1,12.1236900,0.0007600,0.0007600,0,1,4.8490000,0.2110000,0.2110000,0,1,6142.7700200,1221.9799800,1221.9799800,0,1,9.2566400,4.1350500,4.1350500,0,1,223.1950070,,,,,1076.0000000,,,,,9.5706000,0.006,0.006,0,1,78.4127300,2.8399200,2.8399200,0,1,4807.6000980,60.0000000,60.0000000,0,1,4.1700000,0.3600000,0.3600000,0,1,1.0700000,0.0300000,0.0300000,0,1,2019-06-25 15:58:39,2020-03-04 12:58:47
35,1031.01,1031,304021498,304021498.01,1,,09h23m32.13s,140.8838900,,,-67d01m33.62s,-67.0260060,,,-23.9010000,0.042,0.042,0,1,3.0300000,0.047,0.047,0,1,2458547.3822400,0.002450,0.002450,0,1,5.6529300,0.0003700,0.0003700,0,1,2.9280000,0.3250000,0.3250000,0,1,1180.0000000,1.1600100,1.1600100,0,1,6.7163600,0.3589960,0.3589960,0,1,351.9180000,,,,,1206.0000000,,,,,9.7318000,0.006,0.006,0,1,270.7710000,1.6275000,1.6275000,0,1,6415.4000000,103.2000000,103.2000000,0,1,3.9800000,0.0800000,0.0800000,0,1,1.9200000,0.0800000,0.0800000,0,1,2019-06-25 15:58:39,2020-05-20 16:00:02
36,1032.01,1032,146589986,146589986.01,1,,10h36m53.16s,159.2215060,,,-42d32m29.9s,-42.5416390,,,-15.1500000,0.072,0.072,0,1,6.4370000,0.087,0.087,0,1,2458547.4546300,0.002210,0.002210,0,1,5.6631400,0.0011600,0.0011600,0,1,3.7480000,0.2020000,0.2020000,0,1,3650.0000000,1.6808300,1.6808300,0,1,14.3662000,0.7500650,0.7500650,0,1,3475.1800000,,,,,2139.0000000,,,,,9.7611000,0.006,0.006,0,1,587.1960000,18.7865000,18.7865000,0,1,10395.0000000,320.6000000,320.6000000,0,1,4.1300000,0.0700000,0.0700000,0,1,2.3400000,0.1100000,0.1100000,0,1,2019-06-11 14:45:01,2020-05-20 16:00:02
37,1033.01,1033,149601557,149601557.01,1,,05h49m07.82s,87.2825860,,,-60d29m54.4s,-60.4984440,,,8.9000000,3.100,3.100,0,1,20.7000000,2.200,2.200,0,1,2458338.0718700,0.003810,0.003810,0,1,29.0162800,0.0006200,0.0006200,0,1,6.0150000,0.7370000,0.7370000,0,1,1370.0000000,2.0622400,2.0622400,0,1,8.7812000,,,0,1,155.6130000,,,,,,,,,,10.0163000,0.006,0.006,0,1,219.9400000,,,0,1,6113.1000000,,,0,1,,,,0,1,2.0100000,,,0,1,2019-06-11 14:45:00,2020-05-20 16:00:02
38,1034.01,1034,400595342,400595342.01,1,,08h57m46.02s,134.4417520,,,-49d00m02.08s,-49.0005780,,,-4.8370000,0.063,0.063,0,1,4.1090000,0.062,0.062,0,1,2458518.8106600,0.006840,0.006840,0,1,3.6422200,0.0009300,0.0009300,0,1,2.7570000,0.5700000,0.5700000,0,1,510.0000000,2.0700900,2.0700900,0,1,3.6510300,0.2723630,0.2723630,0,1,4432.0600000,,,,,2273.0000000,,,,,9.8174000,0.006,0.006,0,1,363.4400000,4.9830000,4.9830000,0,1,9810.0000000,173.7000000,173.7000000,0,1,4.4300000,0.0600000,0.0600000,0,1,1.6100000,0.0400000,0.0400000,0,1,2019-06-11 14:44:59,2020-05-20 16:00:02
39,1035.01,1035,361413119,361413119.01,1,,09h36m36.07s,144.1502730,,,-61d34m59.46s,-61.5831820,,,-9.5060000,0.239,0.239,0,1,16.8970000,0.207,0.207,0,1,2458545.7850200,0.001410,0.001410,0,1,6.0748400,0.0007500,0.0007500,0,1,2.3240000,0.3150000,0.3150000,0,1,5410.0000000,17.1066000,17.1066000,0,1,21.7247000,1.7487800,1.7487800,0,1,351.1810000,,,,,1206.0000000,,,,,10.1126000,0.006,0.006,0,1,347.5560000,13.6300000,13.6300000,0,1,5964.0000000,128.4000000,128.4000000,0,1,3.7000000,0.0900000,0.0900000,0,1,2.4300000,0.1500000,0.1500000,0,1,2019-06-11 14:45:04,2020-05-20 16:00:02
40,1036.01,1036,146172354,146172354.01,1,,10h31m28.11s,157.8671120,,,-42d14m25.61s,-42.2404480,,,10.9920000,0.037,0.037,0,1,-57.7480000,0.049,0.049,0,1,2458548.0340300,0.001860,0.001860,0,1,3.7803100,0.0005400,0.0005400,0,1,3.1880000,0.3920000,0.3920000,0,1,2850.0000000,2.1395000,2.1395000,0,1,6.5093900,0.3775050,0.3775050,0,1,682.0710000,,,,,1423.0000000,,,,,10.2855000,0.006,0.006,0,1,184.0150000,0.9620000,0.9620000,0,1,5771.0000000,132.3000000,132.3000000,0,1,4.3100000,0.0800000,0.0800000,0,1,1.1800000,0.0600000,0.0600000,0,1,2019-06-11 14:45:04,2020-05-20 16:00:02
41,1037.01,1037,363260203,363260203.01,1,,09h49m32.44s,147.3851720,,,-63d18m23.32s,-63.3064780,,,-19.6870000,0.070,0.070,0,1,10.9530000,0.068,0.068,0,1,2458544.6667900,0.006910,0.006910,0,1,1.2026200,0.0005600,0.0005600,0,1,1.9150000,0.4880000,0.4880000,0,1,370.0000000,2.1019200,2.1019200,0,1,3.2890000,0.2930490,0.2930490,0,1,14407.9000000,,,,,3052.0000000,,,,,9.0211000,0.006,0.006,0,1,279.6980000,3.2790000,3.2790000,0,1,9158.0000000,171.4000000,171.4000000,0,1,4.3200000,0.0700000,0.0700000,0,1,1.7400000,0.0500000,0.0500000,0,1,2019-06-11 14:44:59,2020-05-20 16:00:02
42,1038.01,1038,90544017,90544017.01,1,FP,08h33m49.11s,128.4546380,,,-49d56m25.25s,-49.9403470,,,-15.5000000,1.600,1.600,0,1,7.0000000,1.500,1.500,0,1,2458519.0454100,0.004400,0.004400,0,1,3.2237400,0.0004400,0.0004400,0,1,2.2480000,0.7180000,0.7180000,0,1,570.0000000,1.9636800,1.9636800,0,1,,,,0,1,4568.0097660,,,,,2290.0000000,,,,,8.7157000,0.006,0.006,0,1,280.7650000,,,0,1,8904.0000000,239.8999940,239.8999940,0,1,4.0900000,1.3600000,1.3600000,0,1,,,,0,1,2019-06-11 14:45:03,2020-03-04 12:58:47
43,1039.01,1039,461867584,461867584.01,1,,09h58m45.25s,149.6885450,,,-58d45m37.63s,-58.7604530,,,-6.4340000,0.215,0.215,0,1,4.0980000,0.246,0.246,0,1,2458546.0530700,0.000830,0.000830,0,1,4.4204500,0.0001300,0.0001300,0,1,4.3800000,0.4460000,0.4460000,0,1,5980.0000000,1.3818800,1.3818800,0,1,,,,0,1,,,,,,,,,,,8.5483000,0.600,0.600,0,1,2864.3400000,1012.5400000,1012.5400000,0,1,,,,0,1,,,,0,1,,,,0,1,2019-06-25 15:58:41,2020-05-20 16:00:02
44,104.01,104,231670397,231670397.01,1,KP,21h19m47.93s,319.9496970,,,-58d08m56.16s,-58.1489330,,,10.5520000,0.045,0.045,0,1,-10.6580000,0.043,0.043,0,1,2458327.6734620,0.000842,0.000842,0,1,4.0874450,0.0002390,0.0002390,0,1,5.5901400,0.0664070,0.0664070,0,1,3586.1970210,48.8040310,48.8040310,0,1,12.6521020,0.2214520,0.2214520,0,1,1672.2175290,,,,,1630.9586180,,,,,9.8638000,0.006,0.006,0,1,316.6780000,2.9655000,2.9655000,0,1,6036.0000000,,,0,1,3.9335900,,,0,1,2.0700000,,,0,1,2018-09-05 18:34:18,2019-12-17 10:00:02
45,1040.01,1040,310483807,310483807.01,1,FP,08h34m27.41s,128.6142100,,,-61d29m17.74s,-61.4882620,,,-11.7800000,0.118,0.118,0,1,6.7250000,0.097,0.097,0,1,2458520.6567400,0.004970,0.004970,0,1,2.5555500,0.0004500,0.0004500,0,1,1.5660000,0.3750000,0.3750000,0,1,340.0000000,1.3722400,1.3722400,0,1,11.5901000,,,0,1,3520.6800000,,,,,2145.0000000,,,,,8.3854000,0.007,0.007,0,1,732.4320000,32.4490000,32.4490000,0,1,10037.0000000,123.0000000,123.0000000,0,1,,,,0,1,6.0400000,,,0,1,2019-06-11 14:45:05,2020-05-20 16:00:02
46,1041.01,1041,385624852,385624852.01,1,FP,09h13m36.54s,138.4022520,,,-55d11m52.48s,-55.1979100,,,-14.1890000,0.065,0.065,0,1,14.2610000,0.058,0.058,0,1,2458547.3479800,0.000480,0.000480,0,1,8.3079200,0.0003700,0.0003700,0,1,3.2280000,0.0890000,0.0890000,0,1,8350.0000000,160.2380000,160.2380000,0,1,43.1068000,4.4239900,4.4239900,0,1,2276.2500000,,,,,1924.0000000,,,,,8.0981000,0.006,0.006,0,1,305.0340000,2.9810000,2.9810000,0,1,9081.0000000,173.2000000,173.2000000,0,1,3.8300000,0.0700000,0.0700000,0,1,3.0500000,0.0900000,0.0900000,0,1,2019-06-11 14:45:01,2020-07-10 12:00:32
47,1042.01,1042,360286627,360286627.01,1,,09h27m54.05s,141.9752150,,,-61d19m48.14s,-61.3300400,,,-11.5950000,0.056,0.056,0,1,3.1390000,0.057,0.057,0,1,2458544.4546300,0.002040,0.002040,0,1,0.7581000,0.0000600,0.0000600,0,1,1.0650000,0.1300000,0.1300000,0,1,780.0000000,1.2125400,1.2125400,0,1,9.8822500,0.5432160,0.5432160,0,1,14573.0000000,,,,,3060.0000000,,,,,9.7180000,0.006,0.006,0,1,792.6330000,19.4965000,19.4965000,0,1,9917.0000000,199.6000000,199.6000000,0,1,3.7500000,0.0600000,0.0600000,0,1,3.5100000,0.1200000,0.1200000,0,1,2019-06-25 15:58:42,2020-06-11 16:00:05
48,1043.01,1043,90448944,90448944.01,1,,08h33m12.56s,128.3023190,,,-52d42m51.13s,-52.7142020,,,-9.4960000,0.051,0.051,0,1,14.6590000,0.045,0.045,0,1,2458518.2692400,0.004590,0.004590,0,1,1.4409500,0.0002100,0.0002100,0,1,2.1070000,0.5130000,0.5130000,0,1,490.0000000,1.3333200,1.3333200,0,1,3.4750900,0.2408880,0.2408880,0,1,6265.3600000,,,,,2478.0000000,,,,,9.5719000,0.006,0.006,0,1,208.0550000,1.1015000,1.1015000,0,1,6902.0000000,135.7000000,135.7000000,0,1,4.2500000,0.0900000,0.0900000,0,1,1.5200000,0.0600000,0.0600000,0,1,2019-06-11 14:45:05,2020-05-20 16:00:02
49,1044.01,1044,463402815,463402815.01,1,,10h15m14.65s,153.8110270,,,-58d45m59.02s,-58.7663940,,,-15.6620000,1.132,1.132,0,1,5.9080000,1.508,1.508,0,1,2458544.5978500,0.001160,0.001160,0,1,1.0086000,0.0000400,0.0000400,0,1,1.5970000,0.0690000,0.0690000,0,1,2610.0000000,781.5480000,781.5480000,0,1,,,,0,1,8072.1300000,,,,,2640.0000000,,,,,9.8100000,0.022,0.022,0,1,502.5486000,,,0,1,5215.2000000,1166.8000000,1166.8000000,0,1,,,,0,1,,,,0,1,2019-06-25 15:58:41,2020-05-20 16:00:02
50,1045.01,1045,54044474,54044474.01,1,FP,10h39m33.05s,159.8877040,,,-32d30m42.77s,-32.5118800,,,-34.6090000,0.053,0.053,0,1,14.6670000,0.057,0.057,0,1,2458545.9224850,0.000530,0.000530,0,1,3.7042600,0.0001500,0.0001500,0,1,4.0800000,0.0590000,0.0590000,0,1,7440.0000000,0.4860760,0.4860760,0,1,16.7631000,1.4673000,1.4673000,0,1,1813.7500000,,,,,1818.0000000,,,,,9.6306000,0.006,0.006,0,1,300.6960000,3.3695000,3.3695000,0,1,7013.7998050,299.6000060,299.6000060,0,1,4.2100000,0.4400000,0.4400000,0,1,1.8400000,0.1600000,0.1600000,0,1,2019-06-11 14:44:59,2020-03-04 12:58:47
